ACCESSION_NUMBER	REPORTCALENDARORQUARTER	ISAMENDMENT	AMENDMENTNO	AMENDMENTTYPE	CONFDENIEDEXPIRED	DATEDENIEDEXPIRED	DATEREPORTED	REASONFORNONCONFIDENTIALITY	FILINGMANAGER_NAME	FILINGMANAGER_STREET1	FILINGMANAGER_STREET2	FILINGMANAGER_CITY	FILINGMANAGER_STATEORCOUNTRY	FILINGMANAGER_ZIPCODE	REPORTTYPE	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	PROVIDEINFOFORINSTRUCTION5	ADDITIONALINFORMATION
0000936753-23-000061	30-SEP-2023								ARIEL INVESTMENTS, LLC	200 EAST RANDOLPH STREET	SUITE 2900	CHICAGO	IL	60601	13F HOLDINGS REPORT	028-04003			N	
0000950123-23-010632	30-SEP-2023	N							Credit Agricole Indosuez Wealth (AM)	31-33 Avenue Pasteur		Luxembourg	N4	2311	13F NOTICE	028-17740			N	
0000919574-23-006340	30-SEP-2023	N							Samjo Management, LLC	880 Third Avenue	16th Floor	New York	NY	10022	13F NOTICE	028-23445	000326808	801-128117	N	
0001546190-23-000013	30-SEP-2023								FPR PARTNERS LLC	405 HOWARD STREET	2ND FLOOR	SAN FRANCISCO	CA	94105	13F HOLDINGS REPORT	028-14965	000157311	801-74002	N	
0001398344-23-020666	30-SEP-2023	N							Aristotle Atlantic Partners, LLC	50 CENTRAL AVENUE	SUITE 750	SARASOTA	FL	34236	13F HOLDINGS REPORT	028-18496	000285721	801-108579	N	
0001120048-23-000004	30-SEP-2023								STEGINSKY CAPITAL LLC	60 MADISON AVENUE	SUITE 1026	NEW YORK	NY	10010	13F HOLDINGS REPORT	028-05811			N	
0001986042-23-000025	30-SEP-2023								FSM Wealth Advisors, LLC	22901 MILLCREEK BLVD, SUITE 225		CLEVELAND	OH	44122	13F HOLDINGS REPORT	028-22611	000298904	801-114180	N	
0000935836-23-000700	30-SEP-2023	N							CROSSLINK CAPITAL INC	2180 Sand Hill Road	Suite 200	Menlo Park	CA	94025	13F HOLDINGS REPORT	028-05263	000109948	801-56860	N	
0001033475-23-000007	30-SEP-2023								AVENIR CORP	277 SOUTH WASHINGTON STREET	SUITE 350	ALEXANDRIA	VA	22314	13F HOLDINGS REPORT	028-06032	000110545		N	
0000950123-23-010630	30-SEP-2023	N							Credit Agricole Indosuez gestion	17 rue du Docteur Lancereaux		Paris	I0	75382	13F NOTICE	028-17739			N	
0000950123-23-010629	30-SEP-2023	N							Credit Agricole Corporate & Investment Bank	12, Place des Etats-Unis		Montrouge Cedex	I0	92127	13F NOTICE	028-11418			N	
0001573679-23-000037	30-SEP-2023								JOHN HANCOCK INVESTMENT MANAGEMENT LLC	200 BERKELEY STREET		BOSTON	MA	02116	13F NOTICE	028-19939	000105790	801-8124	N	
0001734493-23-000007	30-SEP-2023								NICOLA WEALTH MANAGEMENT LTD.	1508 WEST BROADWAY, 5TH FLOOR		VANCOUVER	A1	V6J1W8	13F HOLDINGS REPORT	028-18800	000173201	801-119288	N	
0001759654-23-000008	30-SEP-2023								Tri Locum Partners LP	287 PARK AVENUE SOUTH, 2ND FLOOR		NEW YORK	NY	10010	13F HOLDINGS REPORT	028-21000	000309678	801-119074	N	
0000950123-23-010626	30-SEP-2023	N							Credit  Agricole Indosuez Wealth (Group)	5-7 Avenue Percier		Paris	I0	75008	13F NOTICE	028-17742			N	
0001172661-23-003960	30-SEP-2023	N							Lakewood Capital Partners, LP	Lakewood Capital Management, Lp	650 Madison Avenue, 25th Floor	New York	NY	10022	13F NOTICE	028-14591			N	
0001172661-23-003959	30-SEP-2023	N							Lakewood Capital Advisors, LLC	650 Madison Avenue, 25th Floor		New York	NY	10022	13F NOTICE	028-14592			N	
0001928999-23-000005	30-SEP-2023								Fortitude Advisory Group L.L.C.	7195 WAGNER WAY NW, STE 104		GIG HARBOR	WA	98335	13F HOLDINGS REPORT	028-22547			N	
0001172661-23-003958	30-SEP-2023	N							LAKEWOOD CAPITAL MANAGEMENT, LP	650 Madison Avenue	25th Floor	New York	NY	10022	13F HOLDINGS REPORT	028-12815	000156429	801-73099	N	
0001573679-23-000036	30-SEP-2023								JOHN HANCOCK LIFE INSURANCE CO USA	200 BERKELEY STREET		BOSTON	MA	02112	13F NOTICE	028-15079			N	
0001420506-23-002171	30-SEP-2023	N							Bridgefront Capital, LLC	115 WILD BASIN ROAD	SUITE 109	AUSTIN	TX	78746	13F HOLDINGS REPORT	028-20758			N	
0000948905-23-000006	30-SEP-2023								Stifel Independent Advisors, LLC	501 N BROADWAY		ST. LOUIS	MO	63102	13F NOTICE	028-13699	000028218	801-43561	N	
0001448574-23-000004	30-SEP-2023								MOORE CAPITAL MANAGEMENT, LP	11 TIMES SQUARE, 39TH FLOOR		NEW YORK	NY	10036	13F HOLDINGS REPORT	028-13239	000160188		N	
0000950123-23-010622	30-SEP-2023	N							CA Indosuez Wealth (Europe)	39 Allee Scheffer		Luxembourg	N4	2520	13F NOTICE	028-11417			N	
0001398344-23-020658	30-SEP-2023	N							Aristotle Capital Boston, LLC	ONE FEDERAL STREET, 36TH FLOOR		BOSTON	MA	02110	13F HOLDINGS REPORT	028-16565	000173198	801-80368	N	
0001607635-23-000003	30-SEP-2023								CMT Global Holdings LLC	156 N JEFFERSON ST.	SUITE 102	CHICAGO	IL	60661	13F NOTICE	028-16153			N	
0000315297-23-000013	30-SEP-2023								PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO	1301 PENNSYLVANIA STREET		DENVER	CO	80203	13F HOLDINGS REPORT	028-00817			N	
0001284812-23-000290	30-SEP-2023	N							Cohen & Steers UK Ltd	50 PALL MALL, 7TH FLOOR		LONDON	X0	SW1Y 5JH	13F NOTICE	028-15583			N	
0001104659-23-117915	30-SEP-2023	N							Braemar Energy Ventures III, LP	350 Madison Ave	23rd Floor	New York	NY	10017	13F HOLDINGS REPORT	028-23220			N	
0000935836-23-000699	30-SEP-2023	N							FAIRVIEW CAPITAL INVESTMENT MANAGEMENT, LLC	300 Drake's Landing Road	Suite 250	Greenbrae	CA	94904	13F HOLDINGS REPORT	028-06786	000108102	801-55385	N	
0001104659-23-117914	30-SEP-2023	N							AH Equity Partners LSV III, L.L.C.	2865 Sand Hill Road, Suite 101		Menlo Park	CA	94025	13F HOLDINGS REPORT	028-21957			N	
0000950123-23-010620	30-SEP-2023	N							Credit Agricole S A	12 Place des Etats-Unis		Montrouge Cedex	I0	92127	13F HOLDINGS REPORT	028-11373			N	
0000919574-23-006338	30-SEP-2023	N							Samjo Capital LLC	880 THIRD AVENUE	16TH FLOOR	NEW YORK	NY	10022	13F HOLDINGS REPORT	028-20690	000163429	802-75240	N	
0001816616-23-000005	30-SEP-2023								NZS Capital, LLC	1756 PLATTE STREET		DENVER	CO	80202	13F HOLDINGS REPORT	028-20310	000305093	801-119089	N	
0001599814-23-000007	30-SEP-2023								Kopernik Global Investors, LLC	TWO HARBOUR PLACE, 302 KNIGHTS RUN AVE.	SUITE 1225	TAMPA	FL	33602	13F COMBINATION REPORT	028-15794			N	
0000950123-23-010619	30-SEP-2023	N							SIEMENS PENSION TRUST E V	WITTELSBACHERPLATZ 2		MUNICH GERMANY	2M	80333	13F HOLDINGS REPORT	028-23093		001-40978	N	
0001104659-23-117912	30-SEP-2023	N							AH Equity Partners LSV II, L.L.C.	2865 Sand Hill Road, Suite 101		Menlo Park	CA	94025	13F HOLDINGS REPORT	028-21956			N	
0000892712-23-000141	30-SEP-2023								Johnson Wealth Inc.	555 E WELLS ST.	SUITE 1900	MILWAUKEE	WI	53202	13F NOTICE	028-17498	000125557	801-61862	N	
0001172661-23-003957	30-SEP-2023	N							Safeguard Investment Advisory Group, LLC	4160 Temescal Canyon Road	Suite 307	Corona	CA	92883	13F HOLDINGS REPORT	028-21043	000146132	801-110651	N	
0000892712-23-000140	30-SEP-2023								JOHNSON BANK	555 MAIN STREET		RACINE	WI	53403	13F NOTICE	028-13748			N	
0001314440-23-000015	30-SEP-2023	N							Stephens Investment Management Group LLC	111 Center Street		Little Rock	AR	72201	13F HOLDINGS REPORT	028-11261	000136369	801-64675	N	
0001759654-23-000007	30-SEP-2023								Quantinno Capital Management LP	12 EAST 49TH STREET	11TH FLOOR	NEW YORK	NY	10017	13F HOLDINGS REPORT	028-19308	000298733	801-114071	N	
0001573679-23-000035	30-SEP-2023								Manulife Investment Management (Hong Kong) Ltd	10 FLOOR, LEE GARDENS	33 HYSAN AVENUE, CAUSEWAY BAY	HONG KONG	K3	00000	13F NOTICE	028-15006			N	
0001214659-23-014955	30-SEP-2023	N							CADEN CAPITAL PARTNERS, LP	3015 Main Street	Suite 300	Santa Monica	CA	90405	13F HOLDINGS REPORT	028-23051	000317442	801-122872	N	
0001780570-23-000005	30-SEP-2023								Ethic Inc.	99 HUDSON ST.	FLOOR 17	NEW YORK	NY	10013	13F HOLDINGS REPORT	028-19978	000282827	801-107290	N	
0000892712-23-000139	30-SEP-2023								Johnson Financial Group, Inc.	555 MAIN STREET		RACINE	WI	53403	13F HOLDINGS REPORT	028-13747			N	
0001104659-23-117910	30-SEP-2023	N							AH Equity Partners LSV I, L.L.C.	2865 Sand Hill Road, Suite 101		Menlo Park	CA	94025	13F HOLDINGS REPORT	028-21955			N	
0001839445-23-000004	30-SEP-2023								CMG Global Holdings, LLC	2500 DALLAS PARKWAY SUITE 400		PLANO	TX	75093	13F HOLDINGS REPORT	028-21137			N	
0000935836-23-000698	30-SEP-2023	N							LONESTAR CAPITAL MANAGEMENT LLC	3000 Sand Hill Road,	Building 4, Suite 110	Menlo Park	CA	94025	13F HOLDINGS REPORT	028-11133	000161021	801-100365	N	
0001420506-23-002163	30-SEP-2023	N							Concorde Financial Corp	8383 PRESTON CENTER PLAZA DRIVE	SUITE 360	DALLAS	TX	75225	13F HOLDINGS REPORT	028-22270			N	
0001420506-23-002162	30-SEP-2023	N							Jade Capital Advisors, LLC	139 DEVON ROAD		Essex Fells	NJ	07021	13F HOLDINGS REPORT	028-20034	000300124	801-121911	N	
0000950123-23-010614	30-SEP-2023	N							CA Indosuez (Suisse) SA	4 Quai General Guisan		Geneva	V8	1204	13F NOTICE	028-11442			N	
0001580642-23-006193	30-SEP-2023	N							ZWJ INVESTMENT COUNSEL INC	75 14th Street Ne	Suite 2900	Atlanta	GA	30309-7604	13F HOLDINGS REPORT	028-02376			N	
0001573679-23-000034	30-SEP-2023								Manulife Investment Management (Europe) Ltd	ONE LONDON WALL		LONDON	X0	EC2Y 5EA	13F NOTICE	028-14594			N	
0000948905-23-000005	30-SEP-2023								STIFEL NICOLAUS & CO INC \MO\	501 N BROADWAY		ST LOUIS	MO	63102	13F NOTICE	028-06972	000000793	801-10746	N	
0001831683-23-000005	30-SEP-2023								KLK CAPITAL MANAGEMENT LLC	2560 W OLYMPIC BLVD., SUITE 303		LOS ANGELES	CA	90006	13F HOLDINGS REPORT	028-21335			N	
0001776936-23-000001	30-SEP-2023								CMT GmbH Holdings LLC	156 N JEFFERSON ST.	SUITE 102	CHICAGO	IL	60661	13F NOTICE	028-19536			N	
0001172661-23-003956	30-SEP-2023	N							Game Creek Capital, LP	30 Rowes Wharf	Suite 540	BOSTON	MA	02110	13F HOLDINGS REPORT	028-18579	000158973	801-74747	N	
0001172661-23-003955	30-SEP-2023	N							Petiole USA ltd	1345 Avenue of the Americas	2nd Floor	New York	NY	10105	13F HOLDINGS REPORT	028-21843	000159788	801-74369	N	
0000935836-23-000697	30-SEP-2023	N							GRAND JEAN CAPITAL MANAGEMENT INC	One Market Steuart Tower	Ste 1440	San Francisco	CA	94105	13F HOLDINGS REPORT	028-11164	000111738	801-36610	N	
0001817681-23-000006	30-SEP-2023								OEP CAPITAL ADVISORS, L.P.	C/O ONE EQUITY PARTNERS	510 MADISON AVENUE, 19TH FLOOR	NEW YORK	NY	10022	13F HOLDINGS REPORT	028-20682			N	
0001695459-23-000010	30-SEP-2023								Mantle Ridge LP	712 FIFTH AVENUE, SUITE 17F		NEW YORK	NY	10019	13F HOLDINGS REPORT	028-18567			N	
0001573679-23-000033	30-SEP-2023								MANULIFE INVESTMENT MANAGEMENT (US) LLC	197 CLARENDON STREET		BOSTON	MA	02116	13F NOTICE	028-03673	000106435	801-42023	N	
0001872766-23-000007	30-SEP-2023								FIFTHDELTA Ltd	15 SACKVILLE STREET, 1ST FLOOR		LONDON	X0	W1S 3DJ	13F HOLDINGS REPORT	028-21803			N	
0001172661-23-003953	30-SEP-2023	N							Centiva Capital, LP	55 Hudson Yards	Suite 22A	New York	NY	10001	13F HOLDINGS REPORT	028-18268	000286299	801-108886	N	
0001172661-23-003952	30-SEP-2023	N							Oakcliff Capital Partners, LP	410 Park Avenue	Suite 530	New York	NY	10022	13F HOLDINGS REPORT	028-18058	000162325	801-113079	N	
0000919574-23-006336	30-SEP-2023	N							Alcentra Ltd (BNY Mellon)	160 Queen Victoria Street		London	X0	EC4V 4LA	13F COMBINATION REPORT	028-21788	000160617	801-74223	N	
0001801241-23-000007	30-SEP-2023								RE Dickinson Investment Advisors, LLC	535 W BROADWAY, SUITE 301		COUNCIL BLUFFS	IA	51503	13F HOLDINGS REPORT	028-21994			N	
0001602119-23-000009	30-SEP-2023								1060 Capital, LLC	210 UNIVERSITY BLVD	SUITE 330	DENVER	CO	80206	13F HOLDINGS REPORT	028-17616	000174763	802-118443	N	
0000950123-23-010608	30-SEP-2023	N							SIEMENS AG	SIEMENS AKTIENGESELLSCHAFT	WERNER-VON-SIEMENS-STRASSE 1	MUNICH	2M	80333	13F COMBINATION REPORT	028-23102			N	
0001632833-23-000005	30-SEP-2023								SYCAMORE PARTNERS MANAGEMENT, L.P.	9 WEST 57TH STREET	31ST FLOOR	NEW YORK	NY	10019	13F HOLDINGS REPORT	028-16520	000284346	801-108072	N	
0000950123-23-010607	30-SEP-2023	N							SPT Invest Management Sarl	21 RUE EDMOND REUTER		CONTERN	N4	5326	13F NOTICE	028-21280			N	
0001731572-23-000010	30-SEP-2023								Accent Partners LLC	156 N JEFFERSON ST.	SUITE 102	CHICAGO	IL	60661	13F NOTICE	028-18614			N	
0001420506-23-002158	30-SEP-2023	N							FACT Capital, LP	1270 AVENUE OF THE AMERICAS	7TH FLOOR	NEW YORK	NY	10020	13F HOLDINGS REPORT	028-22940			N	
0001058470-23-000005	30-SEP-2023								ICON ADVISERS INC/CO	8480 ORCHARD ROAD	SUITE 1200	GREENWOOD VILLAGE	CO	80111	13F HOLDINGS REPORT	028-07066	000108268	801-38868	N	
0001573679-23-000032	30-SEP-2023								Manulife Investment Management (North America) Ltd	200 BLOOR ST E.		TORONTO	A6	M4W 1E5	13F NOTICE	028-10490	000125142	801-61860	N	
0001172661-23-003951	30-SEP-2023	N							Tilt Investment Management Holdings, PBC	224 W. 35th St	Ste 500, #250	NEW YORK	NY	10001	13F HOLDINGS REPORT	028-23174	000308122		N	
0001855655-23-000011	30-SEP-2023								Paradigm Biocapital Advisors LP	767 THIRD AVENUE, 17TH FLOOR		NEW YORK	NY	10017	13F HOLDINGS REPORT	028-21950	000312544	801-120338	N	
0001677044-23-000052	30-SEP-2023								American Portfolios Advisors	4250 VETERANS MEMORIAL HWY	SUITE 420E	HOLBROOK	NY	11741	13F NOTICE	028-22891	000112697	801-61065	N	
0000950123-23-010604	30-SEP-2023	N							Siemens Fonds Invest GmbH	OTTO-HAHN-RING 6		MUNICH	2M	81739	13F HOLDINGS REPORT	028-21292			N	
0001911013-23-000006	30-SEP-2023								Trail Ridge Investment Advisors, LLC	2020 CARIBOU DR.	SUITE 102	FORT COLLINS	CO	80525	13F HOLDINGS REPORT	028-21968			N	
0000919574-23-006334	30-SEP-2023	N							BRANDYWINE TRUST CO	7234 LANCASTER PIKE		HOCKESSIN	DE	19707	13F COMBINATION REPORT	028-06291			N	
0001164508-23-000005	30-SEP-2023								ARROWSTREET CAPITAL, LIMITED PARTNERSHIP	200 CLARENDON STREET, 30TH FLOOR		BOSTON	MA	02116	13F COMBINATION REPORT	028-10005			N	
0000935836-23-000696	30-SEP-2023	N							EcoR1 Capital, LLC	357 Tehama Street #3		San Francisco	CA	94103	13F HOLDINGS REPORT	028-16764	000167121	801-100470	N	
0001671754-23-000009	30-SEP-2023								Intrinsic Edge Capital Management LLC	180 N. LASALLE STREET	SUITE 1800	CHICAGO	IL	60601	13F HOLDINGS REPORT	028-17781			N	
0001172661-23-003950	30-SEP-2023	N							Veritable, L.P.	6022 West Chester Pike		Newtown Square	PA	19073	13F HOLDINGS REPORT	028-10942	000130758	801-62911	Y	As of September 15th 2023 Veritable L.P. was acquired by Pathstone Family Office, L.L.C.  Veritable no longer has discretion of the previous positions filed and they have been included in the Pathstone Family Office L.L.C.'s 09/30/2023 filing.  This will be Veritable L.P.'s final filing.
0001910878-23-000004	30-SEP-2023	N							GIFMS Capital Company, LLC	227 W Monroe	Suite 4900	Chicago	IL	60606	13F NOTICE	028-22156			N	
0001761380-23-000010	30-SEP-2023								Half Sky Capital (UK) Ltd	FOURTH FLOOR	152 BUCKINGHAM PALACE ROAD	LONDON	X0	SW1W 9TR	13F HOLDINGS REPORT	028-19146			N	
0001644187-23-000004	30-SEP-2023								Governors Lane LP	C/O GOVERNORS LANE GP LLC	510 MADISON AVENUE, 11TH FLOOR	NEW YORK	NY	10022	13F HOLDINGS REPORT	028-17260			N	
0000935836-23-000695	30-SEP-2023	N							PARK PRESIDIO CAPITAL LLC	ONE LETTERMAN DRIVE	BUILDING C, SUITE C3-900	SAN FRANCISCO	CA	94129	13F HOLDINGS REPORT	028-16448	000168954	801-78726	N	
0001172661-23-003949	30-SEP-2023	N							MANGROVE PARTNERS	645 Madison Avenue, 14th Floor		New York	NY	10022	13F HOLDINGS REPORT	028-15348	000162296	801-78070	N	
0000950123-23-010601	30-SEP-2023	N							Indigo Partners LLC	2525 E. CAMELBACK ROAD	SUITE 900	PHOENIX	AZ	85016	13F HOLDINGS REPORT	028-20873	000163648	801-101537	N	
0001104659-23-117899	30-SEP-2023	N							Searchlight Capital Partners, L.P.	745 Fifth Avenue	27th Floor	New York	NY	10151	13F HOLDINGS REPORT	028-17854	000161958	801-74404	N	
0001597694-23-000007	30-SEP-2023								MUFG Securities EMEA plc	ROPEMAKER PLACE	25 ROPEMAKER STREET	LONDON	X0	EC2Y 9AJ	13F HOLDINGS REPORT	028-15731			N	
0001573679-23-000031	30-SEP-2023								Manulife Investment Management Ltd	200 BLOOR STREET EAST	NORTH TOWER	TORONTO	A6	M4W 1E5	13F NOTICE	028-11524			N	
0001595880-23-000004	30-SEP-2023								Junto Capital Management LP	450 PARK AVENUE	25TH FLOOR	NEW YORK	NY	10022	13F HOLDINGS REPORT	028-16705			N	
0001172661-23-003948	30-SEP-2023	N							Parallax Volatility Advisers, L.P.	88 Kearny Street	20th Floor	San Francisco	CA	94108	13F HOLDINGS REPORT	028-14500	000158143	801-73683	N	
0001315863-23-000885	30-SEP-2023								Crestline Management, LP	201 MAIN STREET	SUITE 1900	FORT WORTH	TX	76102	13F COMBINATION REPORT	028-14917			N	
0000950123-23-010600	30-SEP-2023	N							Novo Holdings A/S	TUBORG HAVNEVEJ 19		HELLERUP	G7	2900	13F HOLDINGS REPORT	028-16231			N	
0000909012-23-000115	30-SEP-2023								Disciplined Equity Management, Inc.	200 1ST STREET	SUITE 204	NEPTUNE BEACH	FL	32266	13F HOLDINGS REPORT	028-22070			N	
0001104659-23-117894	30-SEP-2023	N							PLATINUM EQUITY, LLC	360 North Crescent Drive		Beverly Hills	CA	90210	13F COMBINATION REPORT	028-22528			N	
0000919574-23-006332	30-SEP-2023	N							RPD Fund Management LLC	767 Third Ave	35th Floor	New York	NY	10017	13F HOLDINGS REPORT	028-21965	000316867	801-122819	N	
0001172661-23-003947	30-SEP-2023	N							Gladstone Capital Management LLP	24 Savile Row, 5th Floor		London	X0	W1S 2ES	13F HOLDINGS REPORT	028-17392	000167646	801-81061	N	
0001493152-23-040874	30-SEP-2023	N							Murchinson Ltd.	145 Adelaide Street West		Toronto	A6	M5H 4E5	13F HOLDINGS REPORT	028-21332	000310138	802-119462	N	
0000950123-23-010597	30-SEP-2023	N							Indigo Latam Management LLC	2525 E. CAMELBACK ROAD, SUITE 900		PHOENIX	AZ	85016	13F NOTICE	028-16995		028-16995	N	
0001420506-23-002156	30-SEP-2023	N							Strategic Value Bank Partners LLC	127 Public Square	Suite 1510	Cleveland	OH	44114-1217	13F HOLDINGS REPORT	028-21638			N	
0001943395-23-000008	30-SEP-2023								Hook Mill Capital Partners, LP	11 EAST 44TH STREET	SUITE 1600	NEW YORK	NY	10017	13F HOLDINGS REPORT	028-22993	000316354	801-125981	N	
0001172661-23-003946	30-SEP-2023	N							Nebula Research & Development LLC	437 Madison Avenue	21st Floor	New York	NY	10022	13F HOLDINGS REPORT	028-19771	000305128	801-117316	N	
0001104659-23-117892	30-SEP-2023	N							Patrick Mauro Investment Advisor, INC.	38 Mockingbird Lane		Oak Brook	IL	60523	13F HOLDINGS REPORT	028-22688			N	
0001172661-23-003945	30-SEP-2023	N							Two Creeks Capital Management, LP	40 West 57th Street	18th Floor	New York	NY	10019	13F HOLDINGS REPORT	028-16564	000171848	801-79987	N	
0001172661-23-003944	30-SEP-2023	N							Cinctive Capital Management LP	55 Hudson Yards	42nd Floor	New York	NY	10001	13F HOLDINGS REPORT	028-20075	000304726	801-116962	N	
0001013594-23-000923	30-SEP-2023	N							Yaupon Capital Management LP	104 W 40TH ST, FLOOR 20		NEW YORK	NY	10018	13F HOLDINGS REPORT	028-19371	000298556	801-114061	N	
0000897101-23-000498	30-SEP-2023	N							OKABENA INVESTMENT SERVICES INC	1800 IDS Center	80 South Eighth Street	Minneapolis	MN	55402-4523	13F HOLDINGS REPORT	028-10076	000111162	801-47929	N	
0001595521-23-000009	30-SEP-2023								Aristides Capital LLC	118 E MAIN STREET	SUITE 600	LOUISVILLE	KY	40202	13F HOLDINGS REPORT	028-19976	000162368	801-119110	N	
0001164508-23-000004	30-SEP-2023								ARROWSTREET CAPITAL HOLDING LLC	200 CLARENDON STREET	30TH FLOOR	BOSTON	MA	02116	13F NOTICE	028-16067			N	
0001104659-23-117891	30-SEP-2023	N							Platinum Equity Advisors, LLC/DE	360 North Crescent Drive, South Building		Beverly Hills	CA	90210	13F HOLDINGS REPORT	028-20057	000161491	801-73758	N	
0001838211-23-000009	30-SEP-2023								Venator Management LLC	615 WASHINGTON ROAD, SUITE 106		PITTSBURGH	PA	15228-1926	13F HOLDINGS REPORT	028-20733			N	
0001398344-23-020653	30-SEP-2023	N							SILVERBACK ASSET MANAGEMENT LLC	1414 RALEIGH ROAD	SUITE 250	CHAPEL HILL	NC	27517	13F HOLDINGS REPORT	028-10791	000141407	801-67159	N	
0000902664-23-005497	30-SEP-2023	N							Kora Management LP	10 Jay Street, Suite 6a		Brooklyn	NY	11201	13F HOLDINGS REPORT	028-17347	000172534	801-80464	N	
0001573679-23-000030	30-SEP-2023								MANULIFE FINANCIAL CORP	200 BLOOR ST EAST, NT-10		TORONTO	A6	M4W1E5	13F NOTICE	028-11519			N	
0001172661-23-003943	30-SEP-2023	N							HighVista Strategies LLC	200 CLARENDON STREET, 50TH FLOOR		BOSTON	MA	02116	13F HOLDINGS REPORT	028-14212	000155759	801-73524	N	
0001172661-23-003942	30-SEP-2023	N							Hollow Brook Wealth Management LLC	152 Bedford Road	2nd Floor	Katonah	NY	10536	13F HOLDINGS REPORT	028-13354	000145521	801-68599	N	
0000902664-23-005496	30-SEP-2023	N							Alfreton Capital LLP	The Cornworks, Station Road		Radlett, Hertfordshire	X0	WD7 8JY	13F HOLDINGS REPORT	028-21442	000288144	802-110517	N	
0001214659-23-014951	30-SEP-2023	N							MARK ASSET MANAGEMENT LP	667 Madison Ave	9th Floor	New York	NY	10065	13F HOLDINGS REPORT	028-02595	000105691	801-28992	N	
0001420506-23-002155	30-SEP-2023	N							DeepCurrents Investment Group LLC	546 FIFTH AVE, 20TH FLOOR		NEW YORK	NY	10036	13F HOLDINGS REPORT	028-19350	000288159	801-110457	N	
0001172661-23-003941	30-SEP-2023	N							Ashe Capital Management, LP	530 Sylvan Ave.	Suite 101	Englewood Cliffs	NJ	07632	13F HOLDINGS REPORT	028-16636	000169616	801-79065	N	
0000950123-23-010593	30-SEP-2023	N							Indigo Denver Management Company, LLC	C/O INDIGO PARTNERS	2525 EAST CAMELBACK ROAD, SUITE 900	PHOENIX	AZ	85016	13F NOTICE	028-21910			N	
0001405086-23-000273	30-SEP-2023								Avenir Management Company, LLC	817 BROADWAY	12TH FLOOR	NEW YORK	NY	10003	13F HOLDINGS REPORT	028-22005	000288045	801-119174	N	
0001971024-23-000018	30-SEP-2023								Ratio Wealth Group	1741 N HIGH ST		DENVER	CO	80218	13F HOLDINGS REPORT	028-23164	000306278	801-117721	N	
0001650717-23-000004	30-SEP-2023								QUADRANT CAPITAL GROUP LLC	255 E. FIFTH STREET, SUITE 3000		CINCINNATI	OH	45202	13F HOLDINGS REPORT	028-16974			N	
