ACCESSION_NUMBER,REPORTCALENDARORQUARTER,ISAMENDMENT,AMENDMENTNO,AMENDMENTTYPE,CONFDENIEDEXPIRED,DATEDENIEDEXPIRED,DATEREPORTED,REASONFORNONCONFIDENTIALITY,FILINGMANAGER_NAME,FILINGMANAGER_STREET1,FILINGMANAGER_STREET2,FILINGMANAGER_CITY,FILINGMANAGER_STATEORCOUNTRY,FILINGMANAGER_ZIPCODE,REPORTTYPE,FORM13FFILENUMBER,CRDNUMBER,SECFILENUMBER,PROVIDEINFOFORINSTRUCTION5,ADDITIONALINFORMATION,timestamp
0000902664-24-005135,30-JUN-2024,N,,,,,,,Politan Capital Management LP,106 West 56th Street,10th Floor,New York,NY,10019,13F HOLDINGS REPORT,028-22077,316047.0,801-122191,N,,2023-10-01
0001600094-24-000012,31-MAR-2022,,,,,,,,BMO Asset Management Inc.,100 KING STREET WEST,43RD FLOOR,TORONTO,A6,M5X 1A1,13F NOTICE,028-16018,,,N,,2023-10-01
0001172661-24-003564,30-JUN-2024,N,,,,,,,"NEXPOINT ASSET MANAGEMENT, L.P.",300 Crescent Court,Suite 700,Dallas,TX,75201,13F HOLDINGS REPORT,028-16918,149653.0,801-69968,N,,2023-10-01
0000905148-24-002223,30-JUN-2024,N,,,,,,,CHAI TRUST CO LLC,TWO NORTH RIVERSIDE PLAZA,SUITE 600,CHICAGO,IL,60606,13F HOLDINGS REPORT,028-17941,,,N,,2023-10-01
0001849457-24-000006,31-MAR-2024,Y,1.0,RESTATEMENT,,,,,"8 KNOTS MANAGEMENT, LLC",4530 WOODFIN DRIVE,,DALLAS,TX,75220,13F HOLDINGS REPORT,028-23924,305473.0,801-120135,N,,2023-10-01
0000950123-24-008784,30-JUN-2024,N,,,,,,,Deer VII & Co. L.P.,c/o Bessemer Venture Partners,1865 Palmer Ave,Larchmont,NY,10538,13F NOTICE,028-15361,,,N,,2023-10-01
0000950123-24-008786,30-JUN-2024,N,,,,,,,Penn Mutual Asset Management,Eight Tower Bridge,"161 Washington Street, Suite 1111",Conshohocken,PA,19428,13F COMBINATION REPORT,028-18923,107518.0,801-35477,N,,2023-10-01
0000950123-24-008787,30-JUN-2024,N,,,,,,,Deer VIII & Co. Ltd.,C/O BESSEMER VENTURE PARTNERS,1865 Palmer Avenue,Larchmont,NY,10538,13F NOTICE,028-18588,,,N,,2023-10-01
0000950123-24-008785,30-JUN-2024,N,,,,,,,Deer X & Co. Ltd. ,"1865 Palmer Avenue, Suite 104",,Larchmont,NY,10538,13F NOTICE,028-22086,,,N,,2023-10-01
0001104659-24-089632,30-JUN-2024,N,,,,,,,"VR Adviser, LLC",7 Bryant Park,23rd Floor,New York,NY,10018,13F HOLDINGS REPORT,028-20281,169288.0,801-79382,Y,"Note: VR Adviser, LLC is filing this Form 13F on behalf of itself and the general partner entities of the investment funds for which it serves as the investment adviser, VHCP Management II, LLC, VHCP Management III, LLC, VHCP Management EG, LLC and Venrock Opportunities Management, LLC.",2023-10-01
0001904897-24-000011,30-JUN-2024,,,,,,,,"Styrax Capital, LP",767 FIFTH AVENUE,46th FL,New York,NY,10153,13F HOLDINGS REPORT,028-22535,,,N,,2023-10-01
0001999371-24-010154,30-JUN-2024,N,,,,,,,"Wildcat Capital Management, LLC",888 Seventh Avenue,37th Floor,New York,NY,10106,13F HOLDINGS REPORT,028-16579,162178.0,801-76510,N,,2023-10-01
0001172661-24-003563,30-JUN-2024,N,,,,,,,North Rock Capital Management (UK) LLP,"2nd-3rd Floor, 48-49 Pall Mall, St James",,London,X0,SW1Y 5JG,13F NOTICE,028-23834,291563.0,,N,,2023-10-01
0000950123-24-008782,30-JUN-2024,N,,,,,,,Western Standard LLC,5757 Wilshire Blvd,Suite 636,Los Angeles,CA,90036,13F HOLDINGS REPORT,028-17964,147864.0,801-108055,N,,2023-10-01
0000950123-24-008779,30-JUN-2024,N,,,,,,,"Coliseum Capital Management, LLC",105 Rowayton Avenue,,Rowayton,CT,06853,13F HOLDINGS REPORT,028-14321,158120.0,801-74175,N,,2023-10-01
0000950123-24-008778,30-JUN-2024,N,,,,,,,Deer IX & Co. L.P.,C/O BESSEMER VENTURE PARTNERS,"1865 PALMER AVENUE, SUITE 104",LARCHMONT,NY,10538,13F NOTICE,028-20960,,,N,,2023-10-01
0000950123-24-008780,30-JUN-2024,N,,,,,,,Deer VIII & Co. L.P.,c/o Bessemer Venture Partners,1865 Palmer Avenue,Larchmont,NY,10538,13F NOTICE,028-18585,,,N,,2023-10-01
0000950123-24-008783,30-JUN-2024,N,,,,,,,Deer X & Co. L.P.,"1865 Palmer Avenue, Suite 104",,Larchmont,NY,10538,13F NOTICE,028-22084,,,N,,2023-10-01
0000950123-24-008781,30-JUN-2024,N,,,,,,,Deer IX & Co. Ltd.,C/O BESSEMER VENTURE PARTNERS,"1865 Palmer Avenue, Suite 104",Larchmont,NY,10538,13F NOTICE,028-20995,,,N,,2023-10-01
0000950123-24-008774,30-JUN-2024,N,,,,,,,"MSD Partners, L.P.","One Vanderbilt Avenue, 26th Floor",,New York,NY,10017,13F HOLDINGS REPORT,028-14878,161664.0,801-74071,N,,2023-10-01
0000950123-24-008775,30-JUN-2024,N,,,,,,,Shackelton Christopher S,105 Rowayton Avenue,,Rowayton,CT,06853,13F NOTICE,028-19370,,,N,,2023-10-01
0000950123-24-008776,30-JUN-2024,N,,,,,,,Deer Management Co. LLC,C/O BESSEMER VENTURE PARTNERS,"1865 Palmer Avenue, Suite 104",Larchmont,NY,10538,13F HOLDINGS REPORT,028-22114,,,N,,2023-10-01
0000950123-24-008777,30-JUN-2024,N,,,,,,,Deer VII & Co. Ltd. ,C/O BESSEMER VENTURE PARTNERS,1865 PALMER AVE,Larchmont,NY,10538,13F NOTICE,028-15362,,,N,,2023-10-01
0000950123-24-008773,30-JUN-2024,N,,,,,,,Gray Adam,105 Rowayton Avenue,,Rowayton,CT,06853,13F NOTICE,028-19367,,,N,,2023-10-01
0001363829-24-000129,30-JUN-2024,N,,,,,,,Enstar Group LTD,"P.O. BOX HM 2267, A.S. COOPER BUILDING",26 REID STREET,HAMILTON,D0,HM 11,13F HOLDINGS REPORT,028-19991,,,N,,2023-10-01
0001573679-24-000027,30-JUN-2024,,,,,,,,JOHN HANCOCK LIFE INSURANCE CO USA,200 BERKELEY STREET,,BOSTON,MA,02112,13F NOTICE,028-15079,,,N,,2023-10-01
0001761054-24-000005,30-JUN-2024,,,,,,,,Treasurer of the State of North Carolina,3200 ATLANTIC AVENUE,,RALEIGH,NC,27604,13F HOLDINGS REPORT,028-19491,,,N,,2023-10-01
0001104659-24-089631,30-JUN-2024,N,,,,,,,"D. E. Shaw Heliant Adviser, L.L.C.",Two Manhattan West,"375 Ninth Avenue, 52nd Floor",New York,NY,10001,13F NOTICE,028-14492,295202.0,,Y,"D. E. Shaw & Co., Inc. may be deemed an institutional investment manager in its capacity as the general partner of D. E. Shaw & Co., L.P., which in turn is the managing member of certain other affiliated institutional investment managers. D. E. Shaw & Co., Inc. does not exercise investment or voting discretion, and therefore disclaims such discretion, with respect to Section 13(f) securities. D. E. Shaw & Co., L.P. may be deemed to exercise investment or voting discretion for affiliated institutional investment managers. D. E. Shaw & Co., L.P. does not exercise investment or voting discretion, and therefore disclaims such discretion, with respect to Section 13(f) securities over which such affiliated institutional investment managers exercise investment or voting discretion.",2023-10-01
0001085146-24-003976,30-JUN-2024,N,,,,,,,"G.F.W. Energy XII, L.P.",2850 N. HARWOOD STREET,19TH FLOOR,DALLAS,TX,75201,13F HOLDINGS REPORT,028-21250,,,N,,2023-10-01
0000898432-24-000709,30-JUN-2024,N,,,,,,,Bill & Melinda Gates Foundation,P.O. BOX 23350,,SEATTLE,WA,98102,13F HOLDINGS REPORT,028-20794,,,N,,2023-10-01
0002004220-24-000002,30-JUN-2024,,,,,,,,"Electron GP, LLC",10 EAST 53RD STREET,19TH FLOOR,NEW YORK,NY,10022,13F NOTICE,028-16050,,,N,,2023-10-01
0001763921-24-000005,30-JUN-2024,N,,,,,,,Wealthfront Advisers LLC,261 Hamilton Ave,,Palo Alto,CA,94301,13F HOLDINGS REPORT,028-19298,148456.0,801-69766,N,,2023-10-01
0002022297-24-000039,30-SEP-2023,,,,,,,,Desjardins Securities inc.,1170 PEEL STREET,SUITE 300,MONTREAL,A8,H3B 0A9,13F NOTICE,028-24164,,,N,,2023-10-01
0001085146-24-003975,30-JUN-2024,N,,,,,,,"683 Capital Management, LLC",1700 BROADWAY,SUITE 4200,NEW YORK,NY,10019,13F HOLDINGS REPORT,028-14771,156181.0,801-73162,N,,2023-10-01
0001104659-24-089630,30-JUN-2024,N,,,,,,,"SCOPUS ASSET MANAGEMENT, L.P.","717 Fifth Ave, 21st Fl",,New York,NY,10022,13F HOLDINGS REPORT,028-11668,,,Y,"Mr. Alexander Mitchell is the investment manager of Scopus Advisors, LLC and Scopus Asset  Management, L.P., which have investment discretion over the investment portfolios reported herein.",2023-10-01
0001085146-24-003974,30-JUN-2024,N,,,,,,,"683 Capital Partners, LP","C/O 683 CAPITAL GP, LLC","1700 BROADWAY, SUITE 4200",NEW YORK,NY,10019,13F NOTICE,028-14774,,,N,,2023-10-01
0001085146-24-003973,30-JUN-2024,N,,,,,,,"Holt Capital Advisors, L.L.C. dba Holt Capital Partners, L.P.",301 COMMERCE STREET,SUITE 1430,FORT WORTH,TX,76102,13F HOLDINGS REPORT,028-16001,117863.0,801-78012,N,,2023-10-01
0001420506-24-001557,30-JUN-2024,N,,,,,,,"SEVEN GRAND MANAGERS, LLC",81 PONDFIELD ROAD,SUITE C302,BRONXVILLE,NY,10708,13F HOLDINGS REPORT,028-21734,,,N,,2023-10-01
0001172661-24-003561,30-JUN-2024,N,,,,,,,"Lighthouse Investment Partners, LLC",3801 PGA Boulevard,Suite 604,Palm Beach Gardens,FL,33410,13F HOLDINGS REPORT,028-22181,136591.0,801-64978,N,,2023-10-01
0001885946-24-000003,30-JUN-2024,,,,,,,,"Boxwood Ventures, Inc.",111 SOUTH WACKER DRIVE,SUITE 3975,CHICAGO,IL,60606,13F HOLDINGS REPORT,028-21397,,,N,,2023-10-01
0002022297-24-000038,31-DEC-2023,,,,,,,,Desjardins Securities inc.,1170 PEEL STREET,SUITE 300,MONTREAL,A8,H3B 0A9,13F NOTICE,028-24164,,,N,,2023-10-01
0001420506-24-001556,30-JUN-2024,N,,,,,,,"Ikarian Capital, LLC",100 CRESCENT COURT,SUITE 1620,DALLAS,TX,75201,13F HOLDINGS REPORT,028-19721,,801-118894,N,,2023-10-01
0000905148-24-002222,30-JUN-2024,N,,,,,,,ORION RESOURCE PARTNERS (USA) LP,1045 AVENUE OF THE AMERICAS,,NEW YORK,NY,10018,13F NOTICE,028-23084,161327.0,801-73641,N,,2023-10-01
0000905148-24-002221,30-JUN-2024,N,,,,,,,"York Capital Management Global Advisors, LLC",1330 Avenue of the Americas,20TH FLOOR,NEW YORK,NY,10019,13F HOLDINGS REPORT,028-14350,140336.0,801-70315,N,,2023-10-01
0001172661-24-003560,30-JUN-2024,N,,,,,,,"Caledonia US, LP",650 Madison Avenue,24th Floor,New York,NY,10022,13F NOTICE,028-18919,291463.0,801-112541,N,,2023-10-01
0001697868-24-000007,30-JUN-2024,,,,,,,,"Valley Forge Capital Management, LP",2 S BISCAYNE BLVD,SUITE 1800,MIAMI,FL,33131,13F HOLDINGS REPORT,028-17727,,,N,,2023-10-01
0001104659-24-089629,30-JUN-2024,N,,,,,,,"RA CAPITAL MANAGEMENT, L.P.","200 Berkeley Street, 18th Floor",,Boston,MA,02116,13F HOLDINGS REPORT,028-12884,,,Y,"The shares of Eliem Therapeutics, Inc. listed in the Information Table with ""OTR"" investment discretion represent shares held by Sera Medicines, LLC (""Sera""). Funds advised by the Reporting  Manager collectively own approximately 81% of the outstanding equity interests of Sera. Investment  discretion with respect to the shares held by Sera is shared with individuals not affiliated with the  Reporting Manager.",2023-10-01
0001172661-24-003559,30-JUN-2024,N,,,,,,,Honeycomb Asset Management LP,645 MADISON AVENUE,17TH FLOOR,NEW YORK,NY,10022,13F HOLDINGS REPORT,028-17825,283312.0,801-107504,N,,2023-10-01
0001085146-24-003972,30-JUN-2024,N,,,,,,,L1 Capital International Pty Ltd,Level 32,"1 Farrer Place, Governor Phillip Tower",Sydney NSW 2000,C3,00000,13F HOLDINGS REPORT,028-23916,,,N,,2023-10-01
0001308555-24-000003,30-JUN-2024,N,,,,,,,Mountain Lake Investment Management LLC,1523 Sloat Blvd #320391,,San Francisco,CA,94132,13F HOLDINGS REPORT,028-11139,154679.0,801-72050,N,,2023-10-01
0002004220-24-000001,30-JUN-2024,,,,,,,,"Electron Capital Partners, LLC",10 EAST 53RD STREET,19TH FLOOR,NEW YORK,NY,10022,13F HOLDINGS REPORT,028-16049,166102.0,801-79375,N,,2023-10-01
0001172661-24-003558,30-JUN-2024,N,,,,,,,"Centerstone Investors, LLC",228 Park Avenue S.,Suite 75938,New York,NY,10003,13F HOLDINGS REPORT,028-19077,282959.0,801-107361,N,,2023-10-01
0001172661-24-003557,30-JUN-2024,N,,,,,,,Alpha DNA Investment Management LLC,8860 Columbia 100 Parkway,Suite 301,Columbia,MD,21045,13F COMBINATION REPORT,028-20895,288198.0,801-119457,N,,2023-10-01
0000921895-24-001817,30-JUN-2024,N,,,,,,,BVF PARTNERS L P/IL,44 Montgomery St.,40th Floor,San Francisco,CA,94104,13F NOTICE,028-06770,156149.0,801-73836,N,,2023-10-01
0001172661-24-003556,30-JUN-2024,N,,,,,,,iSAM Funds (UK) Ltd,100 Bishopsgate,,London,X0,EC2N 4AG,13F HOLDINGS REPORT,028-23002,307680.0,801-122825,N,,2023-10-01
0001376474-24-000452,30-JUN-2024,,,,,,,,"LAFFER TENGLER INVESTMENTS, INC.",103 MURPHY COURT,SUITE 210,NASHVILLE,TN,37203,13F HOLDINGS REPORT,028-10975,,,N,,2023-10-01
0000905148-24-002220,30-JUN-2024,N,,,,,,,venBio Partners LLC,"1700 OWENS STREET, SUITE 595",,SAN FRANCISCO,CA,94158,13F HOLDINGS REPORT,028-19529,290045.0,802-111956,N,,2023-10-01
0001085146-24-003971,30-JUN-2024,N,,,,,,,L1 Capital Pty Ltd,LEVEL 45,101 COLLINS STREET,MELBOURNE VIC 3000,C3,00000,13F HOLDINGS REPORT,028-20329,,,N,,2023-10-01
0001172661-24-003555,30-JUN-2024,N,,,,,,,Caledonia (Private) Investments Pty Ltd,Level 10,131 Macquarie Street,Sydney Nsw,C3,2000,13F HOLDINGS REPORT,028-15101,161331.0,801-79576,Y,Please view the 13G/A filed on 08/14/2024 for the total shares of Light & Wonder Inc. as this 13F-HR only reflects shares of Light & Wonder Inc. traded on a United States exchange.,2023-10-01
0001938900-24-000003,30-JUN-2024,,,,,,,,"Jasper Ridge Partners, L.P.",2885 SAND HILL ROAD,SUITE 100,MENLO PARK,CA,94025,13F HOLDINGS REPORT,028-13369,144401.0,801-70818,N,,2023-10-01
0001600094-24-000011,30-JUN-2022,,,,,,,,BMO Asset Management Inc.,100 KING STREET WEST,43RD FLOOR,TORONTO,A6,M5X 1A1,13F NOTICE,028-16018,,,N,,2023-10-01
0001376474-24-000451,30-JUN-2024,,,,,,,,"Decatur Capital Management, Inc.",160 Clairemont Avenue,Suite 200,Decatur,GA,30030,13F HOLDINGS REPORT,028-14043,,,N,,2023-10-01
0000921895-24-001816,30-JUN-2024,N,,,,,,,FINDELL CAPITAL MANAGEMENT LLC,88 Pine Street,Suite 2240,New York,NY,10005,13F HOLDINGS REPORT,028-23836,307394.0,802-118294,N,,2023-10-01
0001104659-24-089625,31-MAR-2024,Y,1.0,RESTATEMENT,N,,,,"Institutional Venture Management XV, LLC",3000 Sand Hill Road,"Building 2, Suite 250",Menlo Park,CA,94025,13F HOLDINGS REPORT,028-18560,236786.0,802-100385,Y,"This amendment is being filed solely to correct the holdings of a single security that was incorrectly stated in the original Form 13F filed on May 15, 2024.",2023-10-01
0001420506-24-001553,30-JUN-2024,N,,,,,,,Y-Intercept (Hong Kong) Ltd,8 Connaught Road Central,"Suite 510, Chater House",Hong Kong,K3,000000,13F HOLDINGS REPORT,028-20578,299916.0,802-114586,N,,2023-10-01
0001221073-24-000073,30-JUN-2024,N,,,,,,,"Barry Investment Advisors, LLC","128 UNION STREET, SUITE 507",,NEW BEDFORD,MA,02740,13F HOLDINGS REPORT,028-16426,144955.0,801-68447,N,,2023-10-01
0001750183-24-000006,30-JUN-2024,,,,,,,,Antara Capital LP,55 HUDSON YARDS,47TH FLOOR,NEW YORK,NY,10001,13F HOLDINGS REPORT,028-19352,298247.0,801-113926,N,,2023-10-01
0001085146-24-003970,30-JUN-2024,N,,,,,,,Lynrock Lake LP,2 INTERNATIONAL DRIVE,SUITE 130,RYE BROOK,NY,10573,13F HOLDINGS REPORT,028-19351,292931.0,801-113182,N,,2023-10-01
0001447228-24-000014,30-JUN-2024,N,,,,,,,"Yiheng Capital Management, L.P.",101 California street,Suite 2880,San Francisco,CA,94111,13F HOLDINGS REPORT,028-17375,163812.0,801-77674,N,,2023-10-01
0000905148-24-002219,30-JUN-2024,N,,,,,,,"SCGE MANAGEMENT, L.P.","2882 SAND HILL ROAD, SUITE 250",,MENLO PARK,CA,94025,13F HOLDINGS REPORT,028-14804,157402.0,801-73468,N,,2023-10-01
0001104659-24-089624,31-DEC-2023,Y,1.0,RESTATEMENT,N,,,,"Institutional Venture Management XV, LLC",3000 Sand Hill Road,"Building 2, Suite 250",Menlo Park,CA,94025,13F HOLDINGS REPORT,028-18560,236786.0,802-100385,Y,"This amendment is being filed solely to correct the holdings of a single security that was incorrectly stated in the original Form 13F filed on February 13, 2024.",2023-10-01
0001172661-24-003553,30-JUN-2024,N,,,,,,,SOF Ltd,Po Box 309,Ugland House,George Town,E9,KY1-1104,13F HOLDINGS REPORT,028-17716,,,N,,2023-10-01
0001172661-24-003552,30-JUN-2024,N,,,,,,,G2 Investment Partners Management LLC,"One Rockefeller Plaza, 23rd Floor",,New York,NY,10020,13F HOLDINGS REPORT,028-15919,163921.0,801-79978,N,,2023-10-01
0001012975-24-000328,30-JUN-2024,,,,,,,,Euclidean Capital LLC,"160 FIFTH AVE, 9TH FL",,NEW YORK,NY,10010,13F HOLDINGS REPORT,028-20777,,,N,,2023-10-01
0001418812-24-000016,30-JUN-2024,,,,,,,,"ValueAct Capital Management, L.P.",ONE LETTERMAN DRIVE,"BUILDING D, 4TH FLOOR",SAN FRANCISCO,CA,94129,13F NOTICE,028-12033,154249.0,801-71658,N,,2023-10-01
0000921895-24-001815,30-JUN-2024,N,,,,,,,BVF INC/IL,44 Montgomery Street,40th Fl,San Francisco,CA,94104,13F HOLDINGS REPORT,028-06800,,,N,,2023-10-01
0001104659-24-089622,30-JUN-2024,N,,,,,,,"D. E. Shaw Investment Management, L.L.C.",Two Manhattan West,"375 Ninth Avenue, 52nd Floor",New York,NY,10001,13F NOTICE,028-11452,135284.0,801-64222,Y,"D. E. Shaw & Co., Inc. may be deemed an institutional investment manager in its capacity as the general partner of D. E. Shaw & Co., L.P., which in turn is the managing member of certain other affiliated institutional investment managers. D. E. Shaw & Co., Inc. does not exercise investment or voting discretion, and therefore disclaims such discretion, with respect to Section 13(f) securities. D. E. Shaw & Co., L.P. may be deemed to exercise investment or voting discretion for affiliated institutional investment managers. D. E. Shaw & Co., L.P. does not exercise investment or voting discretion, and therefore disclaims such discretion, with respect to Section 13(f) securities over which such affiliated institutional investment managers exercise investment or voting discretion.",2023-10-01
0001536630-24-000004,30-JUN-2024,,,,,,,,Potrero Capital Research LLC,235 MONTGOMERY STREET,SUITE 1010,SAN FRANCISCO,CA,94104,13F HOLDINGS REPORT,028-17152,125909.0,801-108045,N,,2023-10-01
0001085146-24-003969,30-JUN-2024,N,,,,,,,MIC Capital Management UK LLP,FLOOR 7,25 BERKELEY SQUARE,LONDON,X0,W1J 6HN,13F HOLDINGS REPORT,028-22102,316617.0,802-122439,N,,2023-10-01
0001172661-24-003551,30-JUN-2024,N,,,,,,,NAYA CAPITAL MANAGEMENT UK LTD,103 Mount Street,,London,X0,W1K 2TJ,13F HOLDINGS REPORT,028-17356,166159.0,801-113859,N,,2023-10-01
0001948899-24-000006,30-JUN-2024,,,,,,,,Avala Global LP,331 PARK AVENUE SOUTH,8TH FLOOR,NEW YORK,NY,10010,13F HOLDINGS REPORT,028-23061,323053.0,801-126535,N,,2023-10-01
0001085146-24-003968,30-JUN-2024,N,,,,,,,"Legacy Wealth Asset Management, LLC",683 BIELENBERG DRIVE,SUITE 101,WOODBURY,MN,55125,13F HOLDINGS REPORT,028-21126,,,N,,2023-10-01
0000905148-24-002218,30-JUN-2024,N,,,,,,,Alight Capital Management LP,1540 BROADWAY,SUITE 3720,NEW YORK,NY,10036,13F HOLDINGS REPORT,028-19368,174705.0,801-117632,N,,2023-10-01
0001345471-24-000032,30-JUN-2024,,,,,,,,"TRIAN FUND MANAGEMENT, L.P.",280 PARK AVENUE,41ST FLOOR,NEW YORK,NY,10017,13F HOLDINGS REPORT,028-12039,154172.0,801-71968,N,,2023-10-01
0001541617-24-000007,30-JUN-2024,,,,,,,,"Altimeter Capital Management, LP",ONE INTERNATIONAL PLACE,SUITE 4610,BOSTON,MA,02110,13F HOLDINGS REPORT,028-14752,,,N,,2023-10-01
0001104659-24-089620,30-SEP-2023,Y,1.0,RESTATEMENT,N,,,,"Institutional Venture Management XV, LLC",3000 Sand Hill Road,"Building 2, Suite 250",Menlo Park,CA,94025,13F HOLDINGS REPORT,028-18560,236786.0,802-100385,Y,"This amendment is being filed solely to correct the holdings of a single security that was incorrectly stated in the original Form 13F filed on November 9, 2023.",2023-10-01
0000905148-24-002217,30-JUN-2024,N,,,,,,,Qalhat Capital Ltd,"PO BOX 1075, JTC HOUSE",28 ESPLANADE,ST HELIER,Y9,JE4 2QP,13F HOLDINGS REPORT,028-22013,,,N,,2023-10-01
0001999371-24-010148,30-JUN-2024,N,,,,,,,Investment Management Corp of Ontario,"16 York Street, Suite 2400",,Toronto,Z4,M5J 0E6,13F HOLDINGS REPORT,028-20969,,,N,,2023-10-01
0000950123-24-008770,30-JUN-2024,N,,,,,,,"BDT CAPITAL PARTNERS, LLC",401 NORTH MICHIGAN AVENUE,SUITE 3100,CHICAGO,IL,60611,13F HOLDINGS REPORT,028-14388,160914.0,801-73499,N,,2023-10-01
0000950123-24-008769,30-JUN-2024,N,,,,,,,"Redwood Investments, LLC","265 Franklin Street, Suite 1603",,Boston,MA,02110,13F HOLDINGS REPORT,028-12234,133028.0,801-63597,N,,2023-10-01
0000950123-24-008771,30-JUN-2024,N,,,,,,,Silver Point Capital L.P.,"TWO GREENWICH PLAZA, SUITE 1",,GREENWICH,CT,06830,13F HOLDINGS REPORT,028-11466,,,N,,2023-10-01
0001512805-24-000024,30-JUN-2024,,,,,,,,"WESTCHESTER CAPITAL PARTNERS, LLC",100 SUMMIT LAKE DR,,VALHALLA,NY,10595,13F NOTICE,028-11493,135955.0,801-73214,N,,2023-10-01
0001172661-24-003550,30-JUN-2024,N,,,,,,,Contour Asset Management LLC,99 PARK AVENUE,SUITE 1540,NEW YORK,NY,10016,13F HOLDINGS REPORT,028-14201,154645.0,801-71771,N,,2023-10-01
0002022297-24-000037,31-MAR-2022,,,,,,,,Desjardins Capital Management Inc,2 C0MPLEXE DESJARDINS,BUR. 1717,MONTREAL,A8,H5B1B8,13F NOTICE,028-24170,,,N,,2023-10-01
0001273087-24-000086,30-JUN-2024,,,,,,,,MILLENNIUM INTERNATIONAL MANAGEMENT LP,399 PARK AVENUE,,NEW YORK,NY,10022,13F NOTICE,028-12854,,,N,,2023-10-01
0001600094-24-000010,30-SEP-2022,,,,,,,,BMO Asset Management Inc.,100 KING STREET WEST,43RD FLOOR,TORONTO,A6,M5X 1A1,13F NOTICE,028-16018,,,N,,2023-10-01
0001169883-24-000004,30-JUN-2024,N,,,,,,,STEINBERG ASSET MANAGEMENT LLC,12 East 49th Street,11th Floor,New York,NY,10017,13F HOLDINGS REPORT,028-10184,118968.0,801-60898,N,,2023-10-01
0001085146-24-003967,30-JUN-2024,N,,,,,,,"Michelson Medical Research Foundation, Inc.",11755 Wilshire Blvd.,Suite 1400,Los Angeles,CA,90025,13F HOLDINGS REPORT,028-22933,,,N,,2023-10-01
0000919574-24-004750,30-JUN-2024,N,,,,,,,"Casdin Capital, LLC",1350 Avenue of the Americas,Suite 2600,New York,NY,10019,13F HOLDINGS REPORT,028-17113,169579.0,801-110894,N,,2023-10-01
0000905148-24-002216,30-JUN-2024,N,,,,,,,"GLENVIEW CAPITAL MANAGEMENT, LLC",767 FIFTH AVENUE,44TH FLOOR,NEW YORK,NY,10153,13F HOLDINGS REPORT,028-10134,137640.0,801-73695,N,,2023-10-01
0001845536-24-000003,30-JUN-2024,,,,,,,,"Kensington Investment Counsel, LLC",5580 E 2ND STREET,SUITE 209,LONG BEACH,CA,90803,13F HOLDINGS REPORT,028-20923,108012.0,,N,,2023-10-01
0001172661-24-003549,30-JUN-2024,N,,,,,,,"DME Capital Management, LP",140 East 45th Street,24th Floor,New York,NY,10017,13F HOLDINGS REPORT,028-14000,157081.0,801-72946,N,,2023-10-01
0001592643-24-000006,30-JUN-2024,,,,,,,,"Select Equity Group, L.P.",380 LAFAYETTE STREET,6TH FLOOR,NEW YORK,NY,10003,13F HOLDINGS REPORT,028-16000,,,N,,2023-10-01
0000919574-24-004749,30-JUN-2024,N,,,,,,,COWBIRD CAPITAL LP,One World Trade Center,84th Floor,New York,NY,10007,13F HOLDINGS REPORT,028-19016,289770.0,801-112446,N,,2023-10-01
0000919574-24-004748,30-JUN-2024,N,,,,,,,"ABRAMS BISON PARTNERS, LP",3 Bethesda Metro Center,Suite 1250,Bethesda,MD,20814,13F NOTICE,028-11159,,,N,,2023-10-01
0001316580-24-000006,30-JUN-2024,,,,,,,,"Luxor Capital Group, LP",7 TIMES SQUARE,43RD FLOOR,NEW YORK,NY,10036,13F HOLDINGS REPORT,028-11212,,,N,,2023-10-01
0001862443-24-000005,30-JUN-2024,,,,,,,,"Vermillion & White Wealth Management Group, LLC",521 KIMBERTON ROAD,,PHOENIXVILLE,PA,19460,13F HOLDINGS REPORT,028-23763,168215.0,,N,,2023-10-01
0001085146-24-003966,30-JUN-2024,N,,,,,,,"Forest Hill Capital, LLC",100 RIVER BLUFF DRIVE,SUITE 430,LITTLE ROCK,AR,72202,13F HOLDINGS REPORT,028-11055,129667.0,801-62567,N,,2023-10-01
